Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude
32273440,12/25/2015 14:06,12/29/2015 1:07,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10452,975 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,N/A,,12/29/2015 1:07,04 BRONX,BRONX,1005589,241404,BRONX,40.8292479,-73.92289242
32272204,12/25/2015 14:06,12/25/2015 14:22,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11355,156-04 LABURNUM AVENUE,LABURNUM AVENUE,156 STREET,157 STREET,,,ADDRESS,FLUSHING,Precinct,12/25/2015 22:06,12/25/2015 14:22,07 QUEENS,QUEENS,1036725,213328,QUEENS,40.75205691,-73.81060339
32270768,12/25/2015 14:04,12/25/2015 16:11,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10023,BROADWAY,BROADWAY,WEST 66 STREET,WEST 67 STREET,,,BLOCKFACE,NEW YORK,Precinct,12/25/2015 22:04,12/25/2015 16:11,07 MANHATTAN,MANHATTAN,989176,221367,MANHATTAN,40.77427623,-73.9822148
32271076,12/25/2015 14:04,12/25/2015 14:04,DSNY,BCC - Staten Island,Derelict Vehicles,14 Derelict Vehicles,Street,10304,664 RICHMOND ROAD,RICHMOND ROAD,CONCORD PLACE,DE KALB STREET,,,ADDRESS,STATEN ISLAND,DSNY Garage,,12/25/2015 14:04,01 STATEN ISLAND,STATEN ISLAND,959496,161684,STATEN ISLAND,40.61042703,-74.08915434
32271539,12/25/2015 14:03,12/25/2015 15:24,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,128 WEST 112 STREET,WEST 112 STREET,ST NICHOLAS AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 22:03,12/25/2015 15:24,10 MANHATTAN,MANHATTAN,997281,230754,MANHATTAN,40.8000328,-73.9529337
32271460,12/25/2015 14:02,12/25/2015 14:26,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10308,65 EAST SCRANTON AVENUE,EAST SCRANTON AVENUE,ABINGDON AVENUE,ARMSTRONG AVENUE,,,ADDRESS,STATEN ISLAND,Precinct,12/25/2015 22:02,12/25/2015 14:26,03 STATEN ISLAND,STATEN ISLAND,939915,141358,STATEN ISLAND,40.55455995,-74.15954409
32270612,12/25/2015 14:02,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11226,590 OCEAN AVENUE,OCEAN AVENUE,TENNIS COURT,ALBEMARLE ROAD,,,ADDRESS,BROOKLYN,N/A,1/31/2016 14:02,12/28/2015 15:23,14 BROOKLYN,BROOKLYN,995159,175479,BROOKLYN,40.64831926,-73.96068769
32273226,12/25/2015 14:02,12/25/2015 18:40,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1457 44 STREET,44 STREET,14 AVENUE,15 AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 22:02,12/25/2015 18:40,12 BROOKLYN,BROOKLYN,988197,170905,BROOKLYN,40.63577045,-73.98577903
32270707,12/25/2015 13:59,12/27/2015 0:00,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,11249,59 SOUTH    4 STREET,SOUTH    4 STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/27/2015 0:00,01 BROOKLYN,BROOKLYN,993669,199020,BROOKLYN,40.71293566,-73.96602424
32271536,12/25/2015 13:57,12/25/2015 14:49,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11366,,,,,78 AVENUE,160 STREET,INTERSECTION,FRESH MEADOWS,Precinct,12/25/2015 21:57,12/25/2015 14:49,08 QUEENS,QUEENS,1037494,202582,QUEENS,40.72255727,-73.80791292
32272681,12/25/2015 13:56,12/25/2015 15:36,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,33-07 143 STREET,143 STREET,33 AVENUE,DEAD END,,,ADDRESS,FLUSHING,Precinct,12/25/2015 21:56,12/25/2015 15:36,07 QUEENS,QUEENS,1032393,219095,QUEENS,40.76791046,-73.82619742
32273289,12/25/2015 13:56,12/25/2015 16:38,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1664A WEST 5 STREET,WEST 5 STREET,AVENUE P,QUENTIN ROAD,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:56,12/25/2015 16:38,11 BROOKLYN,BROOKLYN,990230,160386,BROOKLYN,40.60689685,-73.97846349
32272828,12/25/2015 13:56,12/25/2015 16:27,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10306,77 DINA COURT,DINA COURT,BEND,BLYTHE PLACE,,,ADDRESS,STATEN ISLAND,Precinct,12/25/2015 21:56,12/25/2015 16:27,03 STATEN ISLAND,STATEN ISLAND,945448,144668,STATEN ISLAND,40.56367118,-74.13965204
32273056,12/25/2015 13:55,1/4/2016 9:30,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11249,59 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVE,WYTHE AVE,,,ADDRESS,BROOKLYN,N/A,,1/4/2016 9:30,01 BROOKLYN,BROOKLYN,993669,199020,BROOKLYN,40.71293566,-73.96602424
32272779,12/25/2015 13:55,12/25/2015 21:30,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10452,,,,,MACOMBS ROAD,WEST 170 STREET,INTERSECTION,BRONX,N/A,,12/25/2015 21:30,04 BRONX,BRONX,1006445,245641,BRONX,40.84087513,-73.91978528
32271490,12/25/2015 13:53,12/28/2015 12:00,DSNY,A - Bronx,Dirty Conditions,E1 Improper Disposal,Sidewalk,10456,1117 TINTON AVENUE,TINTON AVENUE,EAST 166 STREET,HOME STREET,,,ADDRESS,BRONX,N/A,,12/28/2015 12:00,03 BRONX,BRONX,1011549,240577,BRONX,40.82696161,-73.90135959
32274494,12/25/2015 13:52,12/29/2015 17:04,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10470,834 PENFIELD STREET,PENFIELD STREET,,,,,ADDRESS,BRONX,N/A,,12/29/2015 17:04,12 BRONX,BRONX,1026681,268744,BRONX,40.90421162,-73.84650437
32275406,12/25/2015 13:52,12/29/2015 17:04,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10470,834 PENFIELD STREET,PENFIELD STREET,,,,,ADDRESS,BRONX,N/A,,12/29/2015 17:04,12 BRONX,BRONX,1026681,268744,BRONX,40.90421162,-73.84650437
32272814,12/25/2015 13:52,12/25/2015 15:16,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11236,8630 AVENUE N,AVENUE N,EAST 86 STREET,EAST 87 STREET,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:52,12/25/2015 15:16,18 BROOKLYN,BROOKLYN,1012144,168938,BROOKLYN,40.63032841,-73.89950663
32273219,12/25/2015 13:51,12/25/2015 22:01,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,25A HULL STREET,HULL STREET,FULTON STREET,SARATOGA AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:51,12/25/2015 22:01,03 BROOKLYN,BROOKLYN,1007265,186609,BROOKLYN,40.67884544,-73.91702382
32271856,12/25/2015 13:50,12/25/2015 14:07,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,TOMPKINS SQUARE PARK,TOMPKINS SQUARE PARK,EAST 8 STREET,EAST 9 STREET,,,ADDRESS,NEW YORK,Precinct,12/25/2015 21:50,12/25/2015 14:07,03 MANHATTAN,MANHATTAN,989319,203943,MANHATTAN,40.72645167,-73.98171164
32270857,12/25/2015 13:50,12/26/2015 0:15,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,2 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 21:50,12/26/2015 0:15,02 MANHATTAN,MANHATTAN,985423,205536,MANHATTAN,40.73082544,-73.99576767
32271482,12/25/2015 13:50,12/25/2015 14:10,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,,,,MERCER ST,3 ST W,INTERSECTION,,N/A,,12/25/2015 14:10,Unspecified MANHATTAN,MANHATTAN,,,MANHATTAN,,
32271878,12/25/2015 13:49,12/25/2015 15:26,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,127-01 109 AVENUE,109 AVENUE,127 STREET,127 STREET,,,ADDRESS,SOUTH OZONE PARK,Precinct,12/25/2015 21:49,12/25/2015 15:26,10 QUEENS,QUEENS,1035406,188584,QUEENS,40.68414846,-73.81555206
32271417,12/25/2015 13:49,12/25/2015 18:25,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11223,1951 EAST    9 STREET,EAST    9 STREET,AVENUE S,AVENUE T,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 18:25,15 BROOKLYN,BROOKLYN,994604,158412,BROOKLYN,40.60147459,-73.9627139
32272804,12/25/2015 13:48,12/28/2015 9:51,DOT,Department of Transportation,Street Light Condition,Lamppost Knocked Down,,,184-019 CONDUIT AVE N,CONDUIT AVE N,182 PL,SPRINGFIELD BLVD,,,ADDRESS,,N/A,,12/28/2015 9:51,Unspecified QUEENS,QUEENS,,,QUEENS,,
32273201,12/25/2015 13:48,12/25/2015 14:44,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,,,,,,36 ST,GREENPOINT AVE,INTERSECTION,,N/A,,12/25/2015 14:44,Unspecified QUEENS,QUEENS,,,QUEENS,,
32271495,12/25/2015 13:47,12/25/2015 15:50,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11232,,,,,3 AVENUE,37 STREET,INTERSECTION,BROOKLYN,N/A,,12/25/2015 15:50,07 BROOKLYN,BROOKLYN,982303,177894,BROOKLYN,40.65495441,-74.00701702
32271955,12/25/2015 13:46,1/14/2016 17:47,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10001,401 7 AVENUE,7 AVENUE,WEST 32 STREET,WEST 33 STREET,,,ADDRESS,NEW YORK,N/A,2/11/2016 9:27,1/14/2016 17:47,05 MANHATTAN,MANHATTAN,986609,212447,MANHATTAN,40.74979418,-73.99148602
32271061,12/25/2015 13:45,12/25/2015 13:45,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street,11356,12-45 118 STREET,118 STREET,DEAD END,14 AVENUE,,,ADDRESS,College Point,DSNY Garage,,12/25/2015 13:45,07 QUEENS,QUEENS,1025904,225975,QUEENS,40.78682718,-73.84958087
32273265,12/25/2015 13:44,12/28/2015 4:14,DOT,Department of Transportation,Highway Condition,Litter,Highway,11357,,,,,,,,FLUSHING,N/A,1/8/2016 13:44,12/28/2015 4:14,07 QUEENS,QUEENS,1032313,223337,QUEENS,40.77955405,-73.82645589
32273101,12/25/2015 13:44,12/25/2015 15:10,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11211,185 HAVEMEYER STREET,HAVEMEYER STREET,S 3 ST,BQE WESTBOUND EXIT 32 A,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 15:10,01 BROOKLYN,BROOKLYN,995846,198160,BROOKLYN,40.71057258,-73.95817295
32270657,12/25/2015 13:42,12/25/2015 15:43,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1484 EAST 172 STREET,EAST 172 STREET,BRONX RIVER AVENUE,WHEELER AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 21:42,12/25/2015 15:43,09 BRONX,BRONX,1017067,242130,BRONX,40.83120537,-73.88141364
32272303,12/25/2015 13:41,12/25/2015 14:02,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,116-35 METROPOLITAN AVENUE,METROPOLITAN AVENUE,GROSVENOR ROAD,83 AVENUE,,,ADDRESS,RICHMOND HILL,Precinct,12/25/2015 21:41,12/25/2015 14:02,09 QUEENS,QUEENS,1029870,197007,QUEENS,40.70729786,-73.83545555
32271196,12/25/2015 13:41,12/26/2015 0:15,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,6 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 21:41,12/26/2015 0:15,02 MANHATTAN,MANHATTAN,985313,205607,MANHATTAN,40.73102033,-73.99616456
32270830,12/25/2015 13:41,12/25/2015 13:42,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report,,11101,,,,,CRESCENT STREET,43 AVENUE,INTERSECTION,LONG ISLAND CITY,N/A,,12/25/2015 13:42,02 QUEENS,QUEENS,1000283,212123,QUEENS,40.74889066,-73.94213532
32273212,12/25/2015 13:41,12/25/2015 14:06,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10009,,,,,AVENUE A,EAST    7 STREET,INTERSECTION,NEW YORK,Precinct,12/25/2015 21:41,12/25/2015 14:06,03 MANHATTAN,MANHATTAN,988814,203798,MANHATTAN,40.72605395,-73.98353372
32270746,12/25/2015 13:41,12/27/2015 9:30,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10306,,,,,MAPLETON AVENUE,GRIMSBY STREET,INTERSECTION,STATEN ISLAND,N/A,,12/27/2015 9:30,02 STATEN ISLAND,STATEN ISLAND,958315,148721,STATEN ISLAND,40.57484284,-74.09335809
32273294,12/25/2015 13:40,12/25/2015 14:56,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,5-12 47 AVENUE,47 AVENUE,5 STREET,VERNON BOULEVARD,,,ADDRESS,LONG ISLAND CITY,Precinct,12/25/2015 21:40,12/25/2015 14:56,02 QUEENS,QUEENS,996675,211020,QUEENS,40.74586901,-73.95515898
32272577,12/25/2015 13:40,1/4/2016 13:18,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10467,3168 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,206 ST E,VAN CORTLANDT AVE E,ROCHAMBEAU AVE,206 ST E,INTERSECTION,BRONX,N/A,,1/4/2016 13:18,Unspecified BRONX,BRONX,1017310,258157,BRONX,40.87519377,-73.88045651
32276443,12/25/2015 13:37,12/30/2015 9:58,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11691,341 BEACH   30 STREET,BEACH   30 STREET,,,,,ADDRESS,Far Rockaway,N/A,,12/30/2015 9:58,14 QUEENS,QUEENS,1050016,156863,QUEENS,40.59698494,-73.76318371
32273182,12/25/2015 13:37,12/26/2015 12:00,DSNY,BCC - Queens East,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11428,92-42 215 STREET,215 STREET,92 AVENUE,92 ROAD,,,ADDRESS,Queens Village,DSNY Garage,,12/26/2015 12:00,13 QUEENS,QUEENS,1055350,201935,QUEENS,40.72065593,-73.74350142
32270881,12/25/2015 13:32,12/25/2015 15:15,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10459,993 ALDUS STREET,ALDUS STREET,FAILE STREET,BRYANT AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 21:32,12/25/2015 15:15,02 BRONX,BRONX,1014896,239214,BRONX,40.82320959,-73.889272
32272980,12/25/2015 13:32,12/25/2015 13:56,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11421,93-07 75 STREET,75 STREET,93 AVENUE,ATLANTIC AVENUE,,,ADDRESS,WOODHAVEN,Precinct,12/25/2015 21:32,12/25/2015 13:56,09 QUEENS,QUEENS,1021729,188605,QUEENS,40.68427458,-73.86486561
32272786,12/25/2015 13:32,12/25/2015 14:23,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11207,395 SNEDIKER AVENUE,SNEDIKER AVENUE,DUMONT AVENUE,LIVONIA AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:32,12/25/2015 14:23,05 BROOKLYN,BROOKLYN,1012018,181631,BROOKLYN,40.66516832,-73.89990831
32271493,12/25/2015 13:32,12/25/2015 13:32,DSNY,Brooklyn North 03,Derelict Vehicles,14 Derelict Vehicles,Street,11233,,,,,PRESCOTT PLACE,ATLANTIC AVENUE,INTERSECTION,BROOKLYN,DSNY Garage,,12/25/2015 13:32,03 BROOKLYN,BROOKLYN,1006178,185895,BROOKLYN,40.67688843,-73.92094512
32272315,12/25/2015 13:31,12/26/2015 0:16,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,1 UNIVERSITY PLACE,UNIVERSITY PLACE,WASHINGTON SQUARE NORTH,WASHINGTON MEWS,,,ADDRESS,NEW YORK,Precinct,12/25/2015 21:31,12/26/2015 0:16,02 MANHATTAN,MANHATTAN,985501,205521,MANHATTAN,40.73078426,-73.99548624
32272030,12/25/2015 13:31,12/25/2015 14:30,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11418,135-14 JAMAICA AVENUE,JAMAICA AVENUE,134 ST,METROPOLITAN AVE,,,ADDRESS,Richmond Hill,N/A,,12/25/2015 14:30,09 QUEENS,QUEENS,1034898,195238,QUEENS,40.70241503,-73.81733367
32276434,12/25/2015 13:30,1/8/2016 9:15,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11216,404 TOMPKINS AVENUE,TOMPKINS AVENUE,,,,,ADDRESS,BROOKLYN,N/A,,1/8/2016 9:15,03 BROOKLYN,BROOKLYN,999797,188281,BROOKLYN,40.68345097,-73.9439444
32272093,12/25/2015 13:30,12/31/2015 14:30,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11224,2882 WEST   15 STREET,WEST   15 STREET,NEPTUNE AVE,MERMAID AVE,,,ADDRESS,BROOKLYN,N/A,,12/31/2015 14:30,13 BROOKLYN,BROOKLYN,989034,149664,BROOKLYN,40.57746783,-73.98277839
32276685,12/25/2015 13:29,12/29/2015 1:05,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10040,10 HILLSIDE AVENUE,HILLSIDE AVENUE,,,,,ADDRESS,NEW YORK,N/A,,12/29/2015 1:05,12 MANHATTAN,MANHATTAN,1003386,252253,MANHATTAN,40.85903026,-73.93082191
32272994,12/25/2015 13:28,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint,Street,10075,,,,,EAST END AVENUE,EAST   80 STREET,INTERSECTION,NEW YORK,N/A,2/11/2016 9:16,12/28/2015 9:17,08 MANHATTAN,MANHATTAN,998769,220206,MANHATTAN,40.77107904,-73.94758203
32272257,12/25/2015 13:28,1/20/2016 12:15,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10801,2 STONELEA PL,STONELEA PL,,,,,,NEW ROCHELLE,N/A,2/11/2016 9:27,1/20/2016 12:15,0 Unspecified,Unspecified,,,Unspecified,,
32272849,12/25/2015 13:28,12/26/2015 12:00,DSNY,Manhattan 05,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,10001,36 WEST   35 STREET,WEST   35 STREET,5 AVENUE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,DSNY Garage,,12/26/2015 12:00,05 MANHATTAN,MANHATTAN,988279,212403,MANHATTAN,40.74967281,-73.98545877
32271498,12/25/2015 13:27,12/26/2015 3:20,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10456,,,,,MCCLELLAN STREET,SHERMAN AVENUE,INTERSECTION,BRONX,Precinct,12/25/2015 21:27,12/26/2015 3:20,04 BRONX,BRONX,1007287,242526,BRONX,40.8323232,-73.91675292
32272568,12/25/2015 13:26,12/25/2015 13:36,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10009,140 EAST 7 STREET,EAST 7 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,Precinct,12/25/2015 21:26,12/25/2015 13:36,03 MANHATTAN,MANHATTAN,988981,203702,MANHATTAN,40.72579037,-73.98293127
32272637,12/25/2015 13:26,12/25/2015 13:36,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10009,EAST 7 STREET,EAST 7 STREET,AVENUE A,AVENUE B,,,BLOCKFACE,NEW YORK,Precinct,12/25/2015 21:26,12/25/2015 13:36,03 MANHATTAN,MANHATTAN,989135,203619,MANHATTAN,40.72556247,-73.98237572
32272288,12/25/2015 13:25,12/25/2015 13:59,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,85-24 168 STREET,168 STREET,GOTHIC DRIVE,HIGHLAND AVENUE,,,ADDRESS,JAMAICA,Precinct,12/25/2015 21:25,12/25/2015 13:59,08 QUEENS,QUEENS,1040703,199200,QUEENS,40.71325462,-73.7963643
32270986,12/25/2015 13:24,12/25/2015 16:03,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11355,,,,,MAIN STREET,BOOTH MEMORIAL AVENUE,INTERSECTION,FLUSHING,Precinct,12/25/2015 21:24,12/25/2015 16:03,07 QUEENS,QUEENS,1032408,211315,QUEENS,40.74655631,-73.826199
32272490,12/25/2015 13:24,12/25/2015 14:14,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,2347 61 STREET,61 STREET,23 AVENUE,DAHILL ROAD,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:24,12/25/2015 14:14,12 BROOKLYN,BROOKLYN,990932,163066,BROOKLYN,40.61425239,-73.97593264
32273824,12/25/2015 13:24,1/3/2016 18:04,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10472,1584 EAST  172 STREET,EAST  172 STREET,,,,,ADDRESS,BRONX,N/A,,1/3/2016 18:04,09 BRONX,BRONX,1018369,242255,BRONX,40.83154352,-73.87670815
32270698,12/25/2015 13:23,,DOT,Department of Transportation,Street Light Condition,Lamppost Wire Exposed,,,639 185 ST W,185 ST W,BROADWAY,WADSWORTH AVE,185 ST W,BROADWAY,INTERSECTION,,N/A,,12/31/2015 8:22,Unspecified MANHATTAN,MANHATTAN,,,MANHATTAN,,
32272018,12/25/2015 13:22,12/25/2015 14:49,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,75-07 62 STREET,62 STREET,75 AVENUE,COOPER AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,12/25/2015 21:22,12/25/2015 14:49,05 QUEENS,QUEENS,1013918,193808,QUEENS,40.69858523,-73.89300603
32270690,12/25/2015 13:22,12/25/2015 13:42,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11385,75-07 62 STREET,62 STREET,75 AVENUE,COOPER AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,12/25/2015 21:22,12/25/2015 13:42,05 QUEENS,QUEENS,1013918,193808,QUEENS,40.69858523,-73.89300603
32271368,12/25/2015 13:22,12/26/2015 12:00,DSNY,Manhattan 01,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10013,116 READE STREET,READE STREET,WEST BROADWAY,HUDSON STREET,,,ADDRESS,NEW YORK,DSNY Garage,,12/26/2015 12:00,01 MANHATTAN,MANHATTAN,981753,200174,MANHATTAN,40.71610777,-74.00900749
32270946,12/25/2015 13:21,12/25/2015 13:35,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,75-05 62 STREET,62 STREET,75 AVENUE,COOPER AVENUE,,,ADDRESS,RIDGEWOOD,Precinct,12/25/2015 21:21,12/25/2015 13:35,05 QUEENS,QUEENS,1013918,193809,QUEENS,40.69858797,-73.89300602
32272017,12/25/2015 13:21,12/26/2015 0:16,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10003,4 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/25/2015 21:21,12/26/2015 0:16,02 MANHATTAN,MANHATTAN,985368,205572,MANHATTAN,40.73092426,-73.99596612
32270689,12/25/2015 13:21,12/25/2015 15:36,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,23-32 144 STREET,144 STREET,22 ROAD,25 AVENUE,,,ADDRESS,WHITESTONE,Precinct,12/25/2015 21:21,12/25/2015 15:36,07 QUEENS,QUEENS,1032745,222613,QUEENS,40.77756451,-73.82490127
32272105,12/25/2015 13:20,12/25/2015 17:37,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1131 NOBLE AVENUE,NOBLE AVENUE,WATSON AVENUE,GLEASON AVENUE,,,ADDRESS,BRONX,Precinct,12/25/2015 21:20,12/25/2015 17:37,09 BRONX,BRONX,1020400,240993,BRONX,40.82807162,-73.86937577
32270987,12/25/2015 13:18,12/25/2015 14:27,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11220,862 68 STREET,68 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:18,12/25/2015 14:27,10 BROOKLYN,BROOKLYN,980668,168819,BROOKLYN,40.63004497,-74.01290477
32273305,12/25/2015 13:18,12/28/2015 14:17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10019,859 9 AVENUE,9 AVENUE,,,,,ADDRESS,NEW YORK,N/A,,12/28/2015 14:17,04 MANHATTAN,MANHATTAN,988041,218755,MANHATTAN,40.76710753,-73.98631416
32272499,12/25/2015 13:15,12/28/2015 12:00,DSNY,A - Brooklyn,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11206,,,,,THROOP AVENUE,GERRY STREET,INTERSECTION,BROOKLYN,N/A,,12/28/2015 12:00,01 BROOKLYN,BROOKLYN,999146,195119,BROOKLYN,40.70222081,-73.9462765
32271002,12/25/2015 13:12,12/25/2015 14:26,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10314,31 GADSEN PLACE,GADSEN PLACE,SAXON AVENUE,TRAVIS AVENUE,,,ADDRESS,STATEN ISLAND,Precinct,12/25/2015 21:12,12/25/2015 14:26,02 STATEN ISLAND,STATEN ISLAND,939767,155476,STATEN ISLAND,40.59331028,-74.16016957
32271117,12/25/2015 13:12,12/25/2015 14:56,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11214,1745 84 STREET,84 STREET,BAY 16 STREET,NEW UTRECHT AVENUE,,,ADDRESS,BROOKLYN,Precinct,12/25/2015 21:12,12/25/2015 14:56,11 BROOKLYN,BROOKLYN,983664,161255,BROOKLYN,40.60928407,-74.00211051
